id,vid_id,weak_timestamp,clustered_adverb,clustered_action,task_num,adverb,action
561,uNwfuGYtHxU,271.37,partially,cook,97633,not fully,fry
562,hL3CLWKh0m8,80.035,partially,cook,97633,slightly,roast
570,UivbSRP80AU,150.185,partially,cook,97633,slightly,color
590,NBWUkghgqqA,237.06,partially,cook,97633,slightly,brown
592,mYdHy4DTVaU,76.505,completely,mix,97633,thoroughly,incorporate
593,SXZC5XkW8kE,215.575,completely,cook,97633,completely,cook
595,SXZC5XkW8kE,299.435,partially,cook,97633,not completely,cook
600,LybGj6hRT-8,398.205,partially,cook,97633,halfway,cook
602,unI3nEg8rHc,81.985,completely,add,97633,thoroughly,add
604,QipOayWV4yw,89.435,partially,cook,97633,half,cook
605,QipOayWV4yw,177.87,completely,cook,97633,completely,cook
606,QipOayWV4yw,210.925,completely,cover,97633,completely,cover
610,rp7uTp_lsSM,230.605,partially,cook,97633,half,cook
611,rp7uTp_lsSM,320.665,partially,cook,97633,half,cook
618,kDP4Afewh9o,313.54,completely,cook,97633,totally,cook
626,o-YYStCXu7I,106.425,partially,dip,97633,slightly,coat
627,o-YYStCXu7I,158.44,partially,dip,97633,slightly,drop
634,frgdffSHJEM,38.355,completely,wash,97633,thoroughly,wash
639,AP5Qbcd0Ckw,132.49,completely,cool,97633,completely,cool
641,YI-IlVhUYhQ,245.065,completely,add,97633,completely,add
642,AtHKG43i0Vk,89.25,completely,press,97633,totally,mash
643,AtHKG43i0Vk,97.01,completely,press,97633,totally,mash
646,Bu69_XHevHY,290.995,completely,cook,97633,fully,cook
648,jdjm6pirUEI,343.02,completely,cook,97633,thoroughly,fry
650,aKgO4KoNnkE,254.075,completely,melt,97633,completely,melt
652,dNJYjdygmxA,226.82,completely,adjust,97633,completely,change
654,Mbsjk--ROtc,53.87,completely,cool,97633,completely,cool
655,Mbsjk--ROtc,64.995,completely,cool,97633,completely,cool
656,IfYJ9N3VZlk,144.115,completely,cool,97633,completely,cool
660,gsb311KiG1U,477.655,partially,cook,97633,slightly,sizzle
674,HMfUsS9zeuw,101.785,completely,cook,97633,completely,cook
679,YSsfRfR_wBE,126.045,completely,press,97633,totally,mash
680,YSsfRfR_wBE,201.64,partially,cook,97633,slightly,cook
682,LAGdYErTpiE,173.05,completely,dip,97633,completely,dip
687,Vi9BxQvpdpQ,278.125,completely,mix,97633,totally,dissolve
689,M40fmJtu0_c,456.72,completely,cook,97633,thoroughly,cook
693,LdXcB7rlzAQ,106.485,completely,cook,97633,completely,cook
699,bT4DHv76CN4,196.865,completely,cook,97633,completely,cook
700,bT4DHv76CN4,234.715,completely,mix,97633,completely,mix
701,bT4DHv76CN4,291.635,completely,mix,97633,completely,mix
715,CeC2Ra6gcRU,107.47,completely,mix,97633,thoroughly,blend
717,lv5q4dRft2Y,293.915,completely,burn,97633,completely,burn
725,qJ_t5RhjZjQ,307.655,partially,cook,97633,not fully,cook
734,LeCwqp8Bic8,286.5,completely,cook,97633,thoroughly,cook
736,CxfDaSseTj0,276.185,completely,add,97633,totally,add
737,bM_m4iAyTCY,134.46499999999997,partially,cook,97633,slightly,reduce
741,o04dZqGttCE,79.82,completely,cool,97633,completely,cool
746,93aW9R2nJos,176.325,completely,cook,97633,completely,cook
747,93aW9R2nJos,180.21,completely,cook,97633,completely,cook
748,93aW9R2nJos,224.06,completely,cook,97633,completely,cook
750,EchoYJk-dBI,249.705,completely,mix,97633,completely,stir
751,h-8y9xyXaQI,217.32,completely,fall,97633,completely,fall
757,G-xDLR71ZN0,251.335,completely,cool,97633,completely,cool
774,_CXgGdCumEM,354.82,completely,cover,97633,entirely,cover
776,i0XTiaRBeR8,115.83,partially,cool,97633,slightly,cool
801,n1wjyOdNdSw,106.125,partially,cut,97633,slightly,cut
805,f-jsarcJMlw,127.395,completely,cook,97633,fully,cook
806,f-jsarcJMlw,129.21,completely,cook,97633,fully,cook
811,MBmt7Xfb3WE,348.575,partially,carry,118780,slightly,bring
816,mfIaKbjkmzM,66.715,completely,use,118780,totally,use
825,pr7xA80xpYY,61.935,partially,raise,118780,not completely,rise
826,pr7xA80xpYY,64.55,partially,separate,118780,barely,break
847,bsVVM2FwsiI,139.575,partially,pull,118780,not completely,pull
848,bsVVM2FwsiI,155.42,completely,pull,118780,completely,pull
850,2EA4DRvE3Lc,86.345,completely,wash,118780,thoroughly,rinse
852,2EA4DRvE3Lc,303.55499999999995,completely,cook,118780,fully,warm
853,2EA4DRvE3Lc,308.985,completely,cook,118780,completely,heat
856,2EA4DRvE3Lc,449.57,partially,fill,118780,halfway,fill
861,QsQ-Zbc6PBA,470.61,completely,pull,118780,completely,pull
866,qWZdtPPmlCk,387.08,completely,cook,105259,fully,boil
870,qWZdtPPmlCk,546.24,completely,cool,105259,completely,cool
872,JWdTvyy6-mU,253.115,completely,cover,105259,completely,cover
873,bTvsoZCcEj0,119.37,partially,cook,105259,slightly,boil
878,j-TvAiZhyms,107.96,completely,dip,105259,fully,submerge
881,_mtTx_POhI8,267.58000000000004,partially,cook,105259,slightly,cook
894,py4b9vRq_cA,117.695,completely,wash,105259,thoroughly,wash
895,py4b9vRq_cA,154.185,completely,fill,105259,completely,fill
896,py4b9vRq_cA,244.06,completely,cool,105259,completely,cool
902,wWaHtCHd0Dw,1199.545,partially,press,105259,barely,squeeze
905,t2coMqAOVu8,67.045,completely,wash,105259,thoroughly,rinse
908,SME9ghhmEOk,377.73,partially,cover,105259,not completely,cover
909,__BBKCKahGY,400.9,partially,cool,105259,slightly,cool
914,skn2PZdHEM4,280.68,completely,wash,105259,completely,clean
917,n_eQ6s62nko,523.405,completely,dip,105259,completely,submerge
924,E-XIli3c25Q,372.795,completely,cool,105259,totally,cool
929,KJI6XgjqUIY,160.99,completely,dip,105259,completely,submerge
934,6ewTBbomuOk,242.895,partially,press,105259,slightly,crush
935,-Btj2Jg7cYI,157.535,completely,cover,105259,completely,cover
937,Ipxy-GuSIhU,641.595,completely,cover,105259,completely,cover
941,puS5djugrCM,63.535,completely,dip,105259,thoroughly,coat
945,80AyVPzduGs,182.565,completely,mix,105259,completely,dissolve
948,1cstG-SjHgU,45.26000000000001,partially,fill,105259,halfway,fill
963,7MKGTCj4GXc,1221.79,completely,cover,105259,completely,cover
975,geKPi3_RMDQ,564.95,completely,fill,105259,completely,fill
978,xDy6N0ZIiJw,12.365,completely,mix,105259,completely,incorporate
986,Xy9wvNibdTY,270.305,completely,dip,105259,completely,submerge
987,IlW3FCbOLUc,432.03,partially,cool,105259,slightly,cool
988,09g0EQz32NQ,326.495,completely,dip,105259,totally,submerge
989,QSka--PAcoI,131.88,completely,mix,105259,completely,dissolve
990,QSka--PAcoI,572.34,completely,stop,105259,completely,stop
997,-ZUEiULZlc8,196.465,partially,roll,105259,slightly,roll
1001,ATntUZvepQ0,903.175,completely,cover,105259,entirely,cover
1002,ATntUZvepQ0,936.6,completely,cover,105259,entirely,cover
1004,AQwWJcazMJQ,1446.395,completely,cover,105259,totally,cover
1008,S-GDGFF9e4k,120.5,completely,cool,105259,completely,cool
1010,mP_OuvVftpY,669.715,completely,stop,105259,totally,stop
1011,NP9XTNXReJw,94.295,partially,fold,105259,not completely,fold
1016,Iy6oHGi4y5g,34.625,completely,mix,105259,completely,dissolve
1017,Iy6oHGi4y5g,37.1,completely,mix,105259,completely,dissolve
1021,5NgGv4CVdX8,263.785,completely,cool,105259,completely,cool
1022,5NgGv4CVdX8,285.565,completely,cool,105259,completely,cool
1023,5NgGv4CVdX8,294.63,completely,cool,105259,fully,cool
1029,pGuIoa6cK3Q,87.03,completely,mix,105259,completely,dissolve
1030,pGuIoa6cK3Q,366.81,completely,cook,105259,fully,cook
1031,flA5zZcKAig,671.6949999999998,partially,roll,105259,barely,roll
1038,xxli844kxP0,378.005,completely,dip,105259,fully,submerge
1042,DSJ4zfnP7Pk,278.42999999999995,completely,cool,105259,completely,cool
1052,ISOxD4mwz-w,168.74,completely,mix,105259,totally,combine
1055,HIDGZtQI2IE,87.62,completely,mix,105259,fully,dissolve
1073,LkbVtMUshtk,42.91,partially,peel,105259,partially,peel
1081,ZArNp4eCxZc,95.325,completely,wash,105259,thoroughly,wash
1087,ZArNp4eCxZc,538.2950000000002,completely,mix,105259,fully,dissolve
1089,kB3-_o004vg,142.93,partially,mix,105259,not completely,dissolve
1090,kB3-_o004vg,177.68,partially,mix,105259,not completely,dissolve
1094,MvbyMtBAzeM,463.7,completely,cover,105259,completely,cover
1098,8tKSIkgT0QQ,902.335,completely,cover,105259,completely,cover
1099,8tKSIkgT0QQ,906.125,completely,cover,105259,completely,cover
1101,Wrtt8efrW0c,537.95,completely,fill,105259,completely,pack
1102,Ahpk6GZ4U7E,1089.585,completely,wash,105259,thoroughly,wash
1109,U4WGrHQ8AhM,404.915,partially,fill,105259,halfway,fill
1111,0SmpuI3YUZg,145.325,partially,dry,105259,slightly,dry
1112,56GLB6ot3m8,188.69,partially,dip,105259,not fully,submerge
1113,56GLB6ot3m8,191.76,completely,dip,105259,fully,submerge
1114,OVKtzlvQi2s,120.715,completely,cool,105259,completely,cool
1117,5gm3148Z_Tw,275.285,completely,cover,105259,completely,cover
1124,Hi1gesLOtuw,1077.345,completely,cool,105259,totally,cool
1235,drPHNpvaAMc,99.975,completely,cover,16323,thoroughly,cover
1237,T1sU32lVIKY,394.3,partially,fill,16323,halfway,fill
1238,eXOKEOToeks,64.03999999999999,completely,mix,16323,thoroughly,combine
1239,eXOKEOToeks,70.66999999999999,completely,mix,16323,thoroughly,combine
1260,y7cRcTsVuNw,279.3,completely,separate,16323,totally,separate
1261,eMDwyqJy2r4,304.195,completely,absorb,16323,fully,absorb
1263,eMDwyqJy2r4,448.33,completely,absorb,16323,fully,absorb
1268,C3NHQQpN_o0,281.795,completely,mix,16323,thoroughly,combine
1277,Mgu2LGXcUyQ,232.5,completely,mix,16323,thoroughly,combine
1282,WTf5EgVY5uU,225.48,completely,mix,16323,thoroughly,stir
1285,GZlqWhzIVBc,125.215,completely,spread,16323,completely,flatten
1286,GZlqWhzIVBc,144.39,completely,cool,16323,completely,cool
1287,GZlqWhzIVBc,262.025,completely,cool,16323,completely,cool
1288,GZlqWhzIVBc,267.105,completely,cool,16323,completely,cool
1303,gx9h65E433M,159.975,completely,cook,16323,completely,soften
1313,ym-P2btNBAY,181.18,partially,adjust,16323,slightly,change
1315,ym-P2btNBAY,202.84500000000003,partially,adjust,16323,slightly,change
1319,WTKiQWQ8CJU,235.94,completely,dry,16323,completely,dry
1320,WTKiQWQ8CJU,267.545,completely,dry,16323,completely,dry
1324,XizEXmNKaNc,300.51,completely,cook,16323,thoroughly,cook
1328,pwnSsCyX3VQ,353.865,completely,cook,16323,fully,cook
1329,ghyb1yW4tP8,48.365,partially,cook,16323,partially,steam
1342,eqisvDbwYs8,100.5,completely,absorb,16323,fully,absorb
1343,MxL0CJP0JmU,268.86,partially,separate,16323,slightly,separate
1348,gT6sNmHK5CE,74.34,completely,soak,16323,fully,soak
1353,qo8LOTzsPUI,92.77,completely,cool,16323,completely,cool
1358,9rVeyYVUodA,35.485,partially,cook,16323,slightly,boil
1360,lsJFBBevIQM,207.635,completely,cook,16323,thoroughly,cook
1409,VCMNZADzKcU,27.855,completely,cook,16323,fully,cook
1410,VCMNZADzKcU,320.83,partially,cut,16323,slightly,cut
1412,ZAjxKz-86cA,192.125,partially,cook,16323,slightly,saute
1418,LzekwP1hqmc,192.85,completely,cool,16323,completely,cool
1432,VKIiDMg8umE,214.81,partially,cover,16323,not fully,cover
1438,I4vMelOsHfg,131.21,completely,mix,16323,completely,dissolve
1441,eykey3gQHvw,113.695,partially,cook,16323,partially,cook
1451,DN4lH0Tadvs,66.96000000000001,partially,cook,16323,slightly,color
1452,DN4lH0Tadvs,69.84,partially,cook,16323,slightly,saute
1467,M4SFTXABuFc,277.82500000000005,completely,cool,16323,completely,cool
1469,kug3xKIElrI,105.375,partially,stretch,16323,slightly,stretch
1473,G5wgqeUIyAE,722.345,completely,cook,16323,fully,cook
1474,enwUUUrB70o,111.145,completely,wash,16323,completely,wipe
1478,yYGUj-eO5vM,75.265,completely,release,16323,completely,release
1479,URP_LJUWmuE,602.61,partially,cook,16323,not fully,cook
1485,SFbkATyVlHs,76.8,completely,cook,16323,fully,cook
1488,R0eAD6nVA5Q,163.56,completely,wash,16323,thoroughly,rinse
1489,R0eAD6nVA5Q,212.775,partially,cook,16323,partially,cook
1491,R0eAD6nVA5Q,538.9300000000002,completely,add,16323,thoroughly,add
1493,R0eAD6nVA5Q,617.3499999999998,partially,adjust,16323,slightly,change
1497,i2vnV3V5jeE,47.7,partially,cut,16323,half,chop
1499,QfAx1mUarAk,100.555,completely,cool,16323,completely,cool
1506,k7UI__a4EuQ,133.285,completely,wash,16323,completely,rinse
1508,HEagKW40qbM,184.245,completely,cook,16323,fully,cook
1512,oz5S2YGmxSw,186.535,partially,cook,16323,not fully,boil
1518,tK19K6aFIMM,68.045,completely,wash,16323,thoroughly,rinse
1537,NhvveBf98tQ,229.815,completely,cook,16323,completely,cook
1538,NhvveBf98tQ,309.74,completely,cook,16323,fully,cook
1545,uGzO4pmguZw,80.85499999999998,completely,cover,16323,totally,cover
1551,hXc5nw2W_vE,234.15,partially,cook,16323,not thoroughly,cook
1556,Pi_sTmEJXrY,104.505,completely,cook,16323,thoroughly,heat
1558,V2toVXfZ15c,146.04000000000005,completely,soak,16323,fully,soak
1560,fcjuaeNEtKw,175.805,completely,mix,16323,completely,blend
1561,fcjuaeNEtKw,279.96000000000004,partially,touch,16323,not completely,touch
1571,C_DCYi-zKjU,714.375,completely,cook,16323,completely,cook
1583,9XAp1dodor0,247.175,completely,set,42901,completely,set
1584,fvQ1WwG9WXk,287.58,partially,cool,42901,not fully,freeze
1585,fvQ1WwG9WXk,329.135,completely,cool,42901,fully,freeze
1592,lqJcBzidRvc,84.465,completely,cool,42901,completely,chill
1596,RsjEbE2_Q7U,227.925,completely,cool,42901,completely,cool
1599,9iyeE8I40rg,359.665,completely,mix,42901,fully,incorporate
1613,1aL1FdtjbRg,173.74,completely,cool,42901,completely,chill
1616,eEL2hPmPMNI,143.29,completely,melt,42901,completely,melt
1617,2aO-17cWosc,71.17500000000003,completely,mix,42901,fully,dissolve
1619,_fCxMdKhIgE,53.87000000000001,partially,mix,42901,not fully,mix
1625,PrBes3orz24,304.38,completely,cool,42901,completely,cool
1632,Zj34qEAX5x0,53.74,completely,cool,42901,completely,chill
1633,_s4D2PTAx-E,59.99,completely,cool,42901,completely,chill
1634,Y3LbOrofZkY,81.405,completely,mix,42901,totally,mix
1636,tEqIAskwrzg,534.505,completely,cool,42901,completely,cool
1643,fEGt47E2hEk,193.345,partially,cool,42901,slightly,cool
1645,CRqvYylzP9I,143.89999999999995,partially,cook,42901,slightly,soften
1646,CRqvYylzP9I,163.285,partially,twist,42901,briefly,loosen
1647,mc3vovTqzPM,73.675,completely,mix,42901,completely,dissolve
1649,X5AwglqKaI8,221.44,completely,mix,42901,completely,dissolve
1650,X5AwglqKaI8,351.74,partially,cook,42901,slightly,reduce
1651,uBBK69-FD7M,109.875,completely,mix,42901,completely,incorporate
1656,kfqO25jUH5c,67.735,completely,cool,42901,completely,cool
1658,5bO1vqoXSe8,102.475,partially,separate,42901,slightly,break
1670,RyxUH2Aw1co,358.975,completely,cool,42901,completely,cool
1674,imxPO7jMZFY,112.93,partially,melt,42901,briefly,melt
1680,uGNjwNOkHSc,488.765,completely,make,42901,completely,assemble
1686,IU3rvHGuaK4,214.965,completely,melt,42901,completely,melt
1687,_32kvMwIkgQ,186.955,partially,start,42901,slightly,start
1693,0an633NHGJw,57.125,completely,press,42901,completely,crush
1695,4edlqCteixg,102.99,completely,melt,42901,completely,melt
1696,4edlqCteixg,116.795,completely,cool,42901,completely,chill
1697,4edlqCteixg,123.2,completely,cool,42901,completely,chill
1702,n8tvF0hdXms,33.65,completely,mix,42901,thoroughly,beat
1703,n8tvF0hdXms,118.425,completely,cook,42901,thoroughly,heat
1708,OJXOwCBKvfc,407.595,completely,cool,42901,completely,cool
1709,mI9MEwtUK-Q,157.995,completely,cool,42901,completely,cool
1711,Mg2BeZknKd8,149.215,completely,cook,42901,completely,cook
1713,jKliH3vc6_c,340.7100000000001,completely,cool,42901,fully,cool
1714,jKliH3vc6_c,341.03,completely,cool,42901,fully,cool
1715,jKliH3vc6_c,353.775,completely,cool,42901,completely,cool
1718,vtVvTK6BobU,197.22,completely,cool,42901,completely,cool
1719,vtVvTK6BobU,203.665,completely,cool,42901,completely,cool
1729,cu1GPuvQl-s,271.02,partially,cook,42901,slightly,caramelize
1736,5Ko9h5qKdFk,138.78,completely,spread,34967,completely,rub
1737,5Ko9h5qKdFk,169.05,completely,add,34967,completely,add
1738,5Ko9h5qKdFk,183.06,completely,mix,34967,completely,stir
1739,5Ko9h5qKdFk,200.36,completely,mix,34967,thoroughly,mix
1740,n91o6vyN_TY,151.72,completely,mix,34967,thoroughly,mix
1741,n91o6vyN_TY,191.61,completely,fill,34967,completely,fill
1743,vPveO9YtSaU,325.68,completely,mix,34967,fully,incorporate
1746,kx0L-IDAET8,959.3,completely,dry,34967,completely,dry
1747,kx0L-IDAET8,962.995,completely,dry,34967,completely,dry
1755,RGjM4bjS3RY,137.93,completely,mix,34967,thoroughly,mix
1763,npq83xNO5Q4,98.135,completely,mix,34967,fully,incorporate
1765,npq83xNO5Q4,154.565,completely,mix,34967,fully,mix
1767,npq83xNO5Q4,197.675,completely,cool,34967,completely,cool
1769,UHh3WNTHUoU,214.255,completely,add,34967,completely,add
1772,Y-sHr1z_pXY,233.34,partially,cover,34967,half,cover
1773,Fs6NsAwS5Fk,349.395,partially,sprinkle,34967,slightly,drizzle
1776,mnAJLrAwN08,90.305,partially,cook,34967,slightly,brown
1778,iEHNhc3y0lE,178.17000000000004,completely,mix,34967,thoroughly,mix
1782,MedQE9E3LCA,55.985,completely,fill,34967,entirely,fill
1783,MedQE9E3LCA,143.06,partially,make,34967,not completely,form
1784,MedQE9E3LCA,187.155,completely,dry,34967,completely,dry
1796,oC7ea0XugFA,195.175,completely,mix,34967,thoroughly,combine
1798,wrCaPIiT8ss,61.645,partially,cook,34967,not completely,cook
1805,FvWUeBlvZpM,33.19,completely,melt,34967,completely,melt
1806,FvWUeBlvZpM,50.19,completely,melt,34967,completely,melt
1809,Jtll4e-l_0g,84.63499999999998,completely,mix,34967,thoroughly,combine
1810,Jtll4e-l_0g,97.025,completely,mix,34967,thoroughly,mix
1811,qk2EEgmbSCI,87.285,completely,mix,34967,completely,dissolve
1817,18s2r2D9_R8,135.71,completely,cool,34967,completely,cool
1820,AWx2sFfuE2g,126.595,completely,close,34967,thoroughly,seal
1823,qPMkhAPTTsI,140.615,completely,mix,34967,thoroughly,mix
1826,qPMkhAPTTsI,264.05,completely,fill,34967,completely,fill
1827,UHJe_2cPyWM,72.88,partially,wash,51659,slightly,rinse
1829,UHJe_2cPyWM,250.75,completely,cover,51659,completely,cover
1840,lYOuCezkhDg,693.645,partially,cook,51659,slightly,brown
1842,_lh-5Rn5cYY,760.22,completely,fill,51659,completely,fill
1850,oUQ-17bpTsw,119.69,completely,cool,51659,completely,cool
1852,PHNi8R0Mwc4,330.545,partially,cook,51659,slightly,warm
1863,UeJDxr0E5oc,59.49,completely,cook,51659,completely,cook
1867,e17gxMh9sGE,425.24,partially,cook,51659,slightly,cook
1869,QH2fuIfWHfs,886.665,completely,dry,51659,fully,dry
1870,QH2fuIfWHfs,1363.895,completely,fill,51659,fully,stuff
1872,BJuOh7kJSEo,4.475,completely,wash,51659,thoroughly,wash
1873,YbsBXWUlbSo,28.445,completely,wash,51659,thoroughly,wash
1888,dgLK9bsJnD4,48.045,completely,absorb,51659,completely,absorb
1915,dF4xllstLmA,530.09,partially,cook,51659,slightly,soften
1917,wYI1mn7O_Kc,15.165,partially,cook,51659,partially,cook
1923,C00U3DqI09U,135.29,completely,mix,51659,thoroughly,combine
1942,TfDZ2rqxU-8,276.44,partially,cool,51659,slightly,cool
1956,DfzL8SoqMdE,189.35,completely,melt,51659,completely,melt
1958,AwQ6eYxAB54,114.57,completely,mix,51659,thoroughly,combine
1965,0wvRKwB4504,174.755,partially,fill,51659,halfway,fill
1978,CFp9V3wK9j8,307.24,completely,mix,51659,thoroughly,mix
1980,xRtQGAm1MP4,175.55,partially,cook,51659,barely,cook
1996,I1K9RpxZMzY,230.19,completely,cool,16136,completely,cool
1997,I1K9RpxZMzY,253.75,completely,cool,16136,completely,cool
2008,ot5YdDTLTBY,570.91,completely,cool,16136,completely,cool
2012,Uxb6G27IhD8,186.015,completely,cover,16136,completely,cover
2026,u9dAlynT-o8,375.61,completely,add,16136,fully,add
2029,u9dAlynT-o8,607.995,partially,sprinkle,16136,slightly,sprinkle
2033,mprq8noLgVs,473.925,completely,carry,16136,completely,bring
2035,BjG1oim-sVU,317.525,completely,cool,16136,completely,cool
2038,BjG1oim-sVU,605.8,partially,cover,16136,not completely,cover
2042,l8EXL9mJ_Bw,210.985,completely,cool,16136,completely,cool
2043,_I_I3kJQjf4,153.87,completely,cool,16136,completely,cool
2044,tM3sf2f-zlI,237.22,completely,cover,16136,completely,cover
2046,LbgEa5hdBoM,153.095,partially,cool,16136,slightly,cool
2047,LbgEa5hdBoM,366.815,completely,cool,16136,completely,cool
2048,LbgEa5hdBoM,526.375,completely,cool,16136,completely,cool
2049,LbgEa5hdBoM,543.4200000000002,completely,cool,16136,completely,cool
2058,ogCyRTn1Pfw,585.1500000000002,completely,cook,16136,completely,bake
2061,Gkmu-63idjo,335.425,completely,cool,16136,completely,cool
2067,Gkmu-63idjo,1721.33,completely,cool,16136,completely,cool
2074,XzlGsqhU7Dc,434.82500000000016,completely,mix,16136,completely,dissolve
2081,5jc6I2Y5ATk,158.925,completely,cool,16136,completely,cool
2082,5jc6I2Y5ATk,214.32,completely,cool,16136,completely,cool
2102,EpS5MHdCb0g,42.665,partially,cook,16136,slightly,thicken
2103,pdJQcqCDujQ,216.17,completely,cool,16136,completely,cool
2106,twc_iNITQfQ,501.92,completely,cool,16136,completely,cool
2120,TLiWGhKNsTs,808.755,partially,cover,16136,slightly,cover
2123,ZyhvDXyOefY,303.155,completely,cool,16136,completely,cool
2124,J9RBeilGAlI,262.325,partially,cool,16136,slightly,cool
2125,J9RBeilGAlI,486.085,completely,cool,16136,completely,cool
2126,J9RBeilGAlI,683.5899999999998,completely,cool,16136,completely,cool
2127,J9RBeilGAlI,1055.975,completely,set,16136,completely,set
2128,J9RBeilGAlI,1147.62,partially,cook,16136,slightly,thicken
2135,QlANvMh5ci0,410.3,completely,cool,16136,completely,cool
2136,srUY7RkYODk,384.365,completely,cool,16136,completely,cool
2143,_3CfbisUfbU,291.77,partially,cook,16136,slightly,thicken
2146,W_l9Xk_2IQQ,274.52,completely,wash,16136,completely,clean
2151,x9gzAEp4B9U,177.915,completely,cool,16136,completely,cool
2152,x9gzAEp4B9U,215.33,completely,cool,16136,completely,cool
2154,rVSUlzb4G0U,186.875,completely,cool,16136,completely,cool
2169,Muf5XyZXmO0,630.5050000000001,completely,sprinkle,16136,completely,crumble
2170,Muf5XyZXmO0,638.505,completely,separate,16136,completely,break
2171,Muf5XyZXmO0,825.97,completely,cover,16136,completely,cover
2172,Muf5XyZXmO0,865.5899999999997,completely,cover,16136,completely,cover
2179,jzhtae8JjdI,1449.4450000000006,completely,wash,16136,fully,clean
2190,9T_NatkyYTI,450.84,completely,mix,16136,thoroughly,mix
2194,o3IvOsLznLA,134.085,partially,cool,16136,slightly,cool
2195,o3IvOsLznLA,348.20500000000015,completely,cool,16136,completely,cool
2196,o3IvOsLznLA,483.345,completely,cool,16136,completely,cool
2198,JvoN2_bAUgc,153.23000000000005,completely,sprinkle,16136,completely,sprinkle
2200,JvoN2_bAUgc,279.76,partially,add,16136,not completely,add
2203,R3iDUCpUHhQ,383.235,completely,cool,16136,completely,cool
2208,R3iDUCpUHhQ,658.005,completely,cover,16136,completely,cover
2209,yR3TedUmDpY,52.16,completely,melt,16136,completely,melt
2210,yR3TedUmDpY,155.445,completely,cool,16136,completely,cool
2216,XIcacIqM1cc,115.04,partially,mix,16136,slightly,mix
2218,qDAPs9ukcNY,265.795,completely,cool,16136,completely,cool
2219,qDAPs9ukcNY,329.505,completely,cool,16136,completely,cool
2227,9gDez9HmRmM,571.985,completely,cool,16136,completely,cool
2231,UWFgy5kgVNE,70.72,completely,cool,16136,completely,cool
2234,UWFgy5kgVNE,289.055,completely,set,16136,completely,set
2238,hrdNFIfWeyw,311.3400000000001,completely,mix,16136,fully,combine
2239,1KtKC-wrCJ8,342.03,partially,dip,16136,slightly,dip
2243,HNMywbQIlOI,126.095,completely,mix,16136,completely,dissolve
2246,HNMywbQIlOI,242.435,partially,press,16136,slightly,press
2250,VuT5-UNqYag,254.6,completely,mix,16136,fully,mix
2255,5rFwJtpon8Y,61.855,completely,mix,16136,completely,dissolve
2256,5rFwJtpon8Y,66.24000000000001,completely,mix,16136,completely,dissolve
2259,gCfhNGI4pRo,305.905,completely,cover,16136,completely,cover
2269,nfOehgIf2Tw,382.75,partially,press,16136,slightly,push
2283,x1zTbDC9kII,156.82,partially,cook,16136,slightly,reduce
2284,x1zTbDC9kII,164.45999999999995,completely,cool,16136,completely,cool
2291,zSce4FUqXlk,128.935,partially,cut,16136,slightly,slice
2293,ofG58QDEAJw,35.010000000000005,completely,cool,16136,completely,cool
2295,CTmKA_5ZzuY,178.29500000000004,completely,mix,16136,rigorously,mix
2298,37ljnkZnj4I,355.68,completely,cool,16136,completely,cool
2300,Sm54jrtrnUE,338.435,completely,cool,16136,completely,cool
2304,a9--bzDDs-0,165.495,completely,cool,16136,completely,cool
2305,a9--bzDDs-0,237.215,completely,cool,16136,completely,cool
2308,HIEIGaxN-6Y,46.16,completely,mix,16136,fully,incorporate
2312,HIEIGaxN-6Y,309.87,completely,spread,16136,completely,smooth
2314,RTMakFlrqXs,190.69,completely,mix,16136,completely,dissolve
2320,f4u6QwCaA_w,226.085,completely,cool,16136,completely,cool
2321,tsTWYytwhic,76.39,partially,mix,16136,slightly,blend
2325,tsTWYytwhic,586.525,completely,cool,16136,completely,cool
2329,hm8xvOlccpc,834.015,completely,cover,16136,completely,cover
2340,keYQHRIvcIk,239.49,partially,twist,16136,slightly,loosen
2345,qCzpNY7eGH0,118.58,completely,cool,16136,completely,cool
2357,qAZ6IX2H6Uo,160.01,completely,dip,16136,fully,coat
2359,qAZ6IX2H6Uo,222.63,completely,cover,16136,fully,cover
2369,TEVnexZca5I,59.485,completely,set,16136,completely,set
2374,6Kg-MdO6Yo0,95.48,completely,mix,16136,totally,dissolve
2380,yNk-jlwQfqE,280.63,completely,separate,16136,completely,break
2381,yNk-jlwQfqE,332.365,completely,separate,16136,completely,break
2383,yNk-jlwQfqE,359.165,completely,separate,16136,completely,break
2388,_rUIbGiE2aE,569.49,completely,cool,16136,completely,cool
2390,_rUIbGiE2aE,711.635,completely,cool,16136,completely,cool
2391,_rUIbGiE2aE,950.93,completely,cool,16136,completely,chill
2402,7eCdUkbeQQk,27.815,completely,mix,16136,fully,dissolve
2403,kFsdRTrYBPs,127.37,completely,mix,16136,fully,incorporate
2408,8RgOxNDUYVk,144.86,partially,cook,16136,barely,simmer
2416,8RgOxNDUYVk,386.635,partially,cover,16136,partially,wrap
2418,8RgOxNDUYVk,401.78,completely,take,16136,completely,remove
2422,bbDAJZhpvbo,550.8199999999998,completely,cool,16136,completely,cool
2427,s3sw5wn10-A,486.325,completely,cover,16136,fully,cover
2434,L1KqIEJaIRk,614.855,partially,cool,81790,not completely,chill
2435,192gnyJ7R1s,123.99,completely,mix,81790,completely,blend
2439,192gnyJ7R1s,198.58,completely,wash,81790,thoroughly,wash
